word lemma
كفروا كَفَّر
يردوكم رَدّ
علي عَلَى
اعقابكم عُقْب
فتنقلبوا ٱِنْقَلَب
خاسرين خاسِر
بل بَل
الله اللَّه
مولاكم مَوَّل
وهو هُوَ
خير خَيْر
الناصرين ناصِر
سنلقي أَلْقَى
في فِي
قلوب قَلْب
الذين الَّذِي
كفروا كَفَّر
الرعب رُعْب
بما ما
اشركوا أَشْرَك
بالله اللَّه
ما ما
لم لَم
ينزل نَزَل
به بِ
سلطانا سُلْطان
وماواهم مَأْوَى
النار نار
وبئس بَئِس
مثوي مَثْوَى
الظالمين ظالِم
ولقد قَدْ
صدقكم صَدَّق
الله اللَّه
وعده وَعْد
اذ إِذ
تحسونهم حَسِس
باذنه إِذْن
حتي حَتَّى
اذا إِذا
فشلتم فَشِل
وتنازعتم تَنازَع
في فِي
الامر أَمْر
وعصيتم عَصَى
من مِن
بعد بُعْد
ما ما
اراكم راوَنْد
ما ما
تحبون أَحَبّ
منكم مِن
من مِن
يريد أَراد
الدنيا دُنْيا
ومنكم مِن
من مِن
يريد أَراد
الاخرة آخِرَة
ثم ثُمَّ
صرفكم صَرْف
عنهم عَن
ليبتليكم ٱِبْتَلَى
ولقد قَدْ
عفا عَفا
عنكم عَن
والله اللَّه
ذو ذُو
فضل فَضْل
علي عَلَى
المؤمنين مُؤْمِن
اذ إِذ
تصعدون صَعِد
ولا لا
تلوون لَوَى
علي عَلَى
احد أَحَد
والرسول رَسُول
يدعوكم دَعا
في فِي
اخراكم أُخْرَى
فاثابكم أَثاب
غما غَمّ
بغم غَمّ
لكيلا كَيَّل
تحزنوا حَزَن
علي عَلَى
ما ما
فاتكم فات
ولا لا
ما ما
اصابكم أَصاب
والله اللَّه
خبير خَبِير
بما ما
تعملون عَمِل
ثم ثُمَّ
انزل أَنْزَل
عليكم عَلَى
من مِن
بعد بُعْد
الغم لَغَم
امنة أَمْن
نعاسا نُعاس
يغشي غَشِي
طائفة طائِفَة
منكم مِن
وطائفة طائِفَة
قد قَدْ
اهمتهم أَهَمّ
انفسهم نَفْس
يظنون ظَنّ
بالله اللَّه
غير غَيْر
الحق حَقّ
ظن ظَنّ
الجاهلية جاهِلِيَّة
يقولون قال
هل هَل
لنا لِ
من مِن
الامر أَمْر
من مِن
شيء شَيْء
قل قال
ان أَنَّ
الامر أَمْر
كله كُلّ
لله اللَّه
يخفون أَخْفَى
في فِي
انفسهم نَفْس
ما ما
لا لا
يبدون بَدا
لك لِ
يقولون قال
لو لَو
كان كان
لنا لِ
من مِن
الامر أَمْر
شيء شَيْء
ما ما
قتلنا قَتَل
هاهنا هاهنا
قل قال
لو لَو
كنتم كان
في فِي
بيوتكم بَيُّوت
لبرز بَرَز
الذين الَّذِي
كتب كَتَب
عليهم عَلَى
القتل قَتْل
الي إِلَى
مضاجعهم مَضْجَع
وليبتلي ٱِبْتَلَى
الله اللَّه
ما ما
في فِي
صدوركم صُدُور
وليمحص ٱِمَّحَص
ما ما
في فِي
قلوبكم قَلْب
والله اللَّه
عليم عَلِيم
بذات ذات
الصدور صَدْر
ان أَنَّ
الذين الَّذِي
تولوا تَوَلَّى
منكم مِن
يوم يَوْم
التقي ٱِلْتَقَى
الجمعان جُمْعان
انما إِنَّما
استزلهم استزلهم
الشيطان شَيْطان
ببعض بَعْض
ما ما
كسبوا كَسَب
ولقد قَدْ
عفا عَفا
الله اللَّه
عنهم عَن
ان أَنَّ
الله اللَّه
غفور غَفُور
حليم حَلِيم
يا يا
ايها أَيُّها
الذين الَّذِي
امنوا أَمَّن
لا لا
تكونوا كان
كالذين الذين
كفروا كَفَّر
وقالوا قال
لاخوانهم إِخْوَة
اذا إِذا
ضربوا ضَرَب
في فِي
الارض أَرْض
او أَو
كانوا كان
غزي غَزِّيّ
لو لَو
كانوا كان
عندنا عِنْد
ما ما
ماتوا مات
وما ما
قتلوا قَتَل
ليجعل جَعَل
الله اللَّه
ذلك ذٰلِكَ
حسرة حَسْرَة
في فِي
قلوبهم قَلْب
والله اللَّه
يحيي يَحْيَى
ويميت أَمات
والله اللَّه
بما ما
تعملون عَمِل
بصير بَصِير
ولئن إِنَّ
قتلتم قَتَل
في فِي
سبيل سَبِيل
الله اللَّه
او أَو
متم مات
لمغفرة مَغْفِرَة
من مِن
الله اللَّه
ورحمة رَحْمَة
خير خَيْر
مما مِن
يجمعون جَمَع
ولئن إِنَّ
متم مات
او أَو
قتلتم قَتَل
لالي وَلِي
الله اللَّه
تحشرون حَشَر
فبما ما
رحمة رَحِم
من مِن
الله اللَّه
لنت نات
لهم لِ
ولو لَو
كنت كان
فظا فَظّ
غليظ غَلِيظ
القلب قَلْب
لانفضوا أَنْفَض
من مِن
حولك حَوَّل
فاعف عَفا
عنهم عَن
واستغفر ٱِسْتَغْفَر
لهم لِ
وشاورهم شاوَر
في فِي
الامر أَمْر
فاذا إِذا
عزمت عَزَم
فتوكل أَوْكَل
علي عَلَى
الله اللَّه
ان أَنَّ
الله اللَّه
يحب أَحَبّ
المتوكلين المتوكلين
ان أَنَّ
ينصركم نَصَر
الله اللَّه
فلا لا
غالب غالِب
لكم لِ
وان أَنَّ
يخذلكم خَذَل
فمن مِن
ذا ذُو
الذي الَّذِي
ينصركم نَصَر
من مِن
بعده بُعْد
وعلي عَلِيّ
الله اللَّه
فليتوكل تَوَكَّل
المؤمنون مُؤْمِن
وما ما
كان كان
لنبي نَبِيّ
ان أَنَّ
يغل غَلَى
ومن مِن
يغلل غَلّ
يات أَتَى
بما ما
غل غُلّ
يوم يَوْم
القيامة قِيامَة
ثم ثُمَّ
توفي تَوَفَّى
كل كُلّ
نفس نَفْس
ما ما
كسبت كَسَب
وهم هُم
لا لا
يظلمون ٱِظَّلَم
افمن افمن
اتبع ٱِتَّبَع
رضوان رِضْوان
الله اللَّه
كمن مَن
باء باء
بسخط سُخْط
من مِن
الله اللَّه
وماواه مَأْوَى
جهنم جَهَنَّم
وبئس بَئِس
المصير مَصِير
هم هُم
درجات دَرَجَة
عند عِنْد
الله اللَّه
والله اللَّه
بصير بَصِير
بما ما
يعملون عَمِل
لقد قَدْ
من مِن
الله اللَّه
علي عَلَى
المؤمنين مُؤْمِن
اذ إِذ
بعث بَعَث
فيهم فِي
رسولا رَسُول
من مِن
انفسهم نَفْس
يتلو تَلا
عليهم عَلَى
اياته آيَة
ويزكيهم زَكَّى
ويعلمهم عَلِم
الكتاب كِتاب
والحكمة حِكْمَة
وان أَنَّ
كانوا كان
من مِن
قبل قِبَل
لفي لَفّ
ضلال ضالّ
مبين مُبَيِّن
اولما أَوْلَم
اصابتكم أَصاب
مصيبة مُصِيبَة
قد قَدْ
اصبتم أَصاب
مثليها مِثْلِيّ
قلتم قال
اني أَنَّ
هذا هٰذا
قل قال
هو هُوَ
من مِن
عند عِنْد
انفسكم نَفْس
ان أَنَّ
الله اللَّه
علي عَلَى
كل كُلّ
شيء شَيْء
قدير قَدِير
وما ما
اصابكم أَصاب
يوم يَوْم
التقي ٱِلْتَقَى
الجمعان جُمْعان
فباذن إِذْن
الله اللَّه
وليعلم عَلِم
المؤمنين مُؤْمِن
وليعلم عَلِم
الذين الَّذِي
نافقوا نافَق
وقيل قال
لهم لِ
تعالوا تَعالَى
قاتلوا قاتَل
في فِي
سبيل سَبِيل
الله اللَّه
او أَو
ادفعوا ادفعوا
قالوا قال
لو لَو
نعلم عَلِم
قتالا قِتال
لاتبعناكم ٱِتَّبَع
هم هُم
للكفر كَفْر
يومئذ يَوْمَئِذٍ
اقرب أَقْرَب
منهم مِن
للايمان إِيمان
يقولون قال
بافواههم فُوه
ما ما
ليس لَيِس
في فِي
قلوبهم قَلْب
والله اللَّه
اعلم عَلِم
بما ما
يكتمون كَتَم
الذين الَّذِي
قالوا قال
لاخوانهم إِخْوَة
وقعدوا قَعَد
لو لَو
اطاعونا أَطاع
ما ما
قتلوا قَتَل
قل قال
فادرءوا فادرءوا
عن عَن
انفسكم نَفْس
الموت مَوْت
ان أَنَّ
كنتم كان
صادقين صادِق
ولا لا
تحسبن تَحَسَّب
الذين الَّذِي
قتلوا قَتَل
في فِي
سبيل سَبِيل
الله اللَّه
امواتا مَيِّت
بل بَل
احياء إِحْياء
عند عِنْد
ربهم رَبّ
يرزقون رَزَق
فرحين فرحين
بما ما
اتاهم أَتَى
الله اللَّه
من مِن
فضله فَضْل
ويستبشرون ٱِسْتَبْشَر
بالذين الَّذِي
لم لَم
يلحقوا أَلْحَق
بهم بِ
من مِن
خلفهم خَلْف
الا إِلّا
خوف خَوْف
عليهم عَلَى
ولا لا
هم هُم
يحزنون حَزَن
يستبشرون ٱِسْتَبْشَر
بنعمة نِعْمَة
من مِن
الله اللَّه
وفضل فَضْل
وان أَنَّ
الله اللَّه
لا لا
يضيع ضاع
اجر جَرَى
المؤمنين مُؤْمِن
الذين الَّذِي
استجابوا ٱِسْتَجاب
لله اللَّه
والرسول رَسُول
من مِن
بعد بُعْد
ما ما
اصابهم أَصاب
القرح قَرِح
للذين الَّذِي
احسنوا أَحْسَن
منهم مِن
واتقوا ٱِتَّقَى
اجر جَرَى
عظيم عَظِيم
الذين الَّذِي
قال قال
لهم لِ
الناس ناس
ان أَنَّ
الناس ناس
قد قَدْ
جمعوا جَمَع
لكم لِ
فاخشوهم فاخشوهم
فزادهم زاد
ايمانا إِيمان
وقالوا قال
حسبنا حَسَب
الله اللَّه
ونعم نَعَم
الوكيل وَكِيل
فانقلبوا ٱِنْقَلَب
بنعمة نِعْمَة
من مِن
الله اللَّه
وفضل فَضْل
لم لَم
يمسسهم مَسّ
سوء سُوء
واتبعوا ٱِتَّبَع
رضوان رِضْوان
الله اللَّه
والله اللَّه
ذو ذُو
فضل فَضْل
عظيم عَظِيم
انما إِنَّما
ذلكم ذٰلِكَ
الشيطان شَيْطان
يخوف خَوَّف
اولياءه وَلِيّ
فلا لا
تخافوهم تخافوهم
وخافون خافِي
ان أَنَّ
كنتم كان
مؤمنين مُؤْمِن
ولا لا
يحزنك حاز
الذين الَّذِي
يسارعون سارَع
في فِي
الكفر كُفْر
انهم أَنَّ
لن لَن
يضروا ضَرّ
الله اللَّه
شيئا شَيْء
يريد أَراد
الله اللَّه
الا إِلّا
يجعل جَعَل
لهم لِ
حظا حَظّ
في فِي
الاخرة آخِرَة
ولهم لِ
عذاب عَذاب
عظيم عَظِيم
ان أَنَّ
الذين الَّذِي
اشتروا ٱِشْتَرَى
الكفر كُفْر
بالايمان إِيمان
لن لَن
يضروا ضَرّ
الله اللَّه
شيئا شَيْء
ولهم لِ
عذاب عَذاب
اليم أَلِيم
ولا لا
يحسبن حَسِب
الذين الَّذِي
كفروا كَفَّر
انما إِنَّما
نملي أَمْلَى
لهم لِ
خير خَيْر
لانفسهم نَفْس
انما إِنَّما
نملي أَمْلَى
لهم لِ
ليزدادوا ٱِزْداد
اثما إِثْم
ولهم لِ
عذاب عَذاب
مهين مُهِين
ما ما
كان كان
الله اللَّه
ليذر وَذِر
المؤمنين مُؤْمِن
علي عَلَى
ما ما
انتم أَنْتُم
عليه عَلَى
حتي حَتَّى
يميز مَيَّز
الخبيث خَبِيث
من مِن
الطيب طَيِّب
وما ما
كان كان
الله اللَّه
ليطلعكم أَطْلَع
علي عَلَى
الغيب غائِب
ولكن لٰكِن
الله اللَّه
يجتبي ٱِجْتَبَى
من مِن
رسله رَسُول
من مِن
يشاء شاء
فامنوا أَمَّن
بالله اللَّه
ورسله رَسُول
وان أَنَّ
تؤمنوا أَمَّن
وتتقوا ٱِتَّقَى
فلكم لِ
اجر جَرَى
عظيم عَظِيم
ولا لا
يحسبن حَسِب
الذين الَّذِي
يبخلون بَخِل
بما ما
اتاهم أَتَى
الله اللَّه
من مِن
فضله فَضْل
هو هُوَ
خيرا خَيْر
لهم لِ
بل بَل
هو هُوَ
شر شَرّ
لهم لِ
سيطوقون طَوَّق
ما ما
بخلوا بَخِل
به بِ
يوم يَوْم
القيامة قِيامَة
ولله اللَّه
ميراث مِيراث
السماوات سَماء
والارض أَرْض
والله اللَّه
بما ما
تعملون عَمِل
خبير خَبِير
لقد قَدْ
سمع سَمِع
الله اللَّه
قول قَوْل
الذين الَّذِي
قالوا قال
ان أَنَّ
الله اللَّه
فقير فَقِير
ونحن نَحْنُ
اغنياء غَنِيّ
سنكتب كَتَب
ما ما
قالوا قال
وقتلهم قَتَل
الانبياء نَبِيّ
بغير غَيْر
حق حَقّ
ونقول قال
ذوقوا ذوقوا
عذاب عَذاب
الحريق حَرِيق
ذلك ذٰلِكَ
بما ما
قدمت قَدَّم
ايديكم يَد
وان أَنَّ
الله اللَّه
ليس لَيِس
بظلام ظَلام
للعبيد عَبْد
الذين الَّذِي
قالوا قال
ان أَنَّ
الله اللَّه
عهد عَهِد
الينا إِلَى
الا إِلّا
نؤمن آمَن
لرسول رَسُول
حتي حَتَّى
ياتينا أَتَى
بقربان قُرْبان
تاكله أَكَل
النار نار
قل قال
قد قَدْ
جاءكم جاء
رسل رَسُول
من مِن
قبلي قَبْلَ
بالبينات بَيِّنَة
وبالذي وبالذي
قلتم قال
فلم لَم
قتلتموهم قَتَل
ان أَنَّ
كنتم كان
صادقين صادِق
فان إِنَّ
كذبوك كَذَب
فقد قَدْ
كذب كِذْب
رسل رَسُول
من مِن
قبلك قَبِل
جاءوا جاء
بالبينات بَيِّنَة
والزبر زُبَر
والكتاب كاتِب
المنير مُنِير
كل كُلّ
نفس نَفْس
ذائقة ذائِقَة
الموت مَوْت
وانما إِنَّما
توفون أَوْفَى
اجوركم جار
يوم يَوْم
القيامة قِيامَة
فمن مِن
زحزح زَحْزَح
عن عَن
النار نار
وادخل أَدْخَل
الجنة جَنَّة
فقد قَدْ
فاز فاز
وما ما
الحياة حَياة
الدنيا دُنْيا
الا إِلّا
متاع مَتاع
الغرور غُرُور
لتبلون بَلا
في فِي
اموالكم مال
وانفسكم نَفْس
ولتسمعن سَمِع
من مِن
الذين الَّذِي
اوتوا اوتوا
الكتاب كِتاب
من مِن
قبلكم قَبِل
ومن مِن
الذين الَّذِي
اشركوا أَشْرَك
اذي أَذَى
كثيرا كَثِير
وان أَنَّ
تصبروا تَصَبَّر
وتتقوا ٱِتَّقَى
فان إِنَّ
ذلك ذٰلِكَ
من مِن
عزم عَزْم
الامور أَمْر
واذ إِذ
اخذ أَخَذ
الله اللَّه
ميثاق مِيثاق
الذين الَّذِي
اوتوا اوتوا
الكتاب كِتاب
لتبيننه لتبيننه
للناس ناس
ولا لا
تكتمونه كَتَم
فنبذوه نَبَذ
وراء وَراء
ظهورهم ظُهُور
واشتروا ٱِشْتَرَى
به بِ
ثمنا ثَمَن
قليلا قَلِيل
فبئس بَئِس
ما ما
يشترون ٱِشْتَرَى
لا لا
تحسبن تَحَسَّب
الذين الَّذِي
يفرحون فَرِح
بما ما
اتوا أَتَى
ويحبون أَحَبّ
ان أَنَّ
يحمدوا حَمِد
بما ما
لم لَم
يفعلوا فَعَل
فلا لا
تحسبنهم حَسِب
بمفازة مَفازَة
من مِن
العذاب عَذاب
ولهم لِ
عذاب عَذاب
اليم أَلِيم
ولله اللَّه
ملك مَلِك
السماوات سَماء
والارض أَرْض
والله اللَّه
علي عَلَى
كل كُلّ
شيء شَيْء
قدير قَدِير
ان أَنَّ
في فِي
خلق خَلْق
السماوات سَماء
والارض أَرْض
واختلاف ٱِخْتِلاف
الليل لَيْل
والنهار نَهار
لايات آيَة
لاولي أَوَّل
الالباب لُبّ
الذين الَّذِي
يذكرون ذَكَر
الله اللَّه
قياما قِيام
وقعودا قاعِد
وعلي عَلِيّ
جنوبهم جَنُوب
ويتفكرون تَفَكَّر
في فِي
خلق خَلْق
السماوات سَماء
والارض أَرْض
ربنا رَبّ
ما ما
خلقت خَلَق
هذا هٰذا
باطلا باطِل
سبحانك سُبْحان
فقنا فاق
عذاب عَذاب
النار نار
ربنا رَبّ
انك أَنَّ
من مِن
تدخل تَدَخُّل
النار نار
فقد قَدْ
اخزيته أَخْزَى
وما ما
للظالمين ظالِم
من مِن
انصار أَنْصار
ربنا رَبّ
اننا أَنَّ
سمعنا سَمِع
مناديا مُنادَى
ينادي نادَى
للايمان إِيمان
ان أَنَّ
امنوا أَمَّن
بربكم رَبّ
فامنا أَمْن
ربنا رَبّ
فاغفر غَفَر
لنا لِ
ذنوبنا ذَنْب
وكفر كَفْر
عنا عَن
سيئاتنا سَيِّء
وتوفنا أَوْفَى
مع مَع
الابرار بارّ
ربنا رَبّ
واتنا وات
ما ما
وعدتنا وَعَد
علي عَلَى
رسلك رَسُول
ولا لا
تخزنا خَزّ
يوم يَوْم
القيامة قِيامَة
انك أَنَّ
لا لا
تخلف تَخَلُّف
الميعاد مِيعاد
فاستجاب ٱِسْتَجاب
لهم لِ
ربهم رَبّ
اني أَنَّ
لا لا
اضيع ضاع
عمل عَمَل
عامل عامِل
منكم مِن
من مِن
ذكر ذَكَر
او أَو
انثي أُنْثَى
بعضكم بَعَّض
من مِن
بعض عَضّ
فالذين الَّذِي
هاجروا هاجَر
واخرجوا أَخْرَج
من مِن
ديارهم دار
واوذوا واوذوا
في فِي
سبيلي سَبِيل
وقاتلوا قاتَل
وقتلوا قَتَل
لاكفرن أَكْفَر
عنهم عَن
سيئاتهم سَيِّء
ولادخلنهم ولادخلنهم
جنات جَنَّة
تجري جَرَى
من مِن
تحتها تَحْتَ
الانهار نَهْر
ثوابا ثَواب
من مِن
عند عِنْد
الله اللَّه
والله اللَّه
عنده عِنْد
حسن حَسَن
الثواب ثَواب
لا لا
يغرنك أَغار
تقلب تَقَلُّب
الذين الَّذِي
كفروا كَفَّر
في فِي
البلاد بَلَد
متاع مَتاع
قليل قَلِيل
ثم ثُمَّ
ماواهم مَأْوَى
جهنم جَهَنَّم
وبئس بَئِس
المهاد مِهاد
لكن لٰكِنَّ
الذين الَّذِي
اتقوا ٱِتَّقَى
ربهم رَبّ
لهم لِ
جنات جَنَّة
تجري جَرَى
من مِن
تحتها تَحْتَ
الانهار نَهْر
خالدين خالِد
فيها فِي
نزلا نَزَل
من مِن
عند عِنْد
الله اللَّه
وما ما
عند عِنْد
الله اللَّه
خير خَيْر
للابرار بارّ
وان أَنَّ
من مِن
اهل أَهْل
الكتاب كِتاب
لمن مَن
يؤمن أَمَّن
بالله اللَّه
وما ما
انزل أَنْزَل
اليكم إِلَى
وما ما
انزل أَنْزَل
اليهم إِلَى
خاشعين خاشِع
لله اللَّه
لا لا
يشترون ٱِشْتَرَى
بايات آيَة
الله اللَّه
ثمنا ثَمَن
قليلا قَلِيل
اولئك أُولائِكَ
لهم لِ
اجرهم جَرَى
عند عِنْد
ربهم رَبّ
ان أَنَّ
الله اللَّه
سريع سَرِيع
الحساب حِساب
يا يا
ايها أَيُّها
الذين الَّذِي
امنوا أَمَّن
اصبروا اصبروا
وصابروا صابَر
ورابطوا رابَط
واتقوا ٱِتَّقَى
الله اللَّه
لعلكم لَعَلَّ
تفلحون أَفْلَح
بسم سَمّ
الله اللَّه
الرحمن رَحْمٰن
الرحيم رَحِيم
يا يا
ايها أَيُّها
الناس ناس
اتقوا ٱِتَّقَى
ربكم رَبّ
الذي الَّذِي
خلقكم خَلْق
من مِن
نفس نَفْس
واحدة واحِد
وخلق خَلْق
منها مِن
زوجها زَوْج
وبث بَثّ
منهما مِن
رجالا رَجُل
كثيرا كَثِير
ونساء نِساء
واتقوا ٱِتَّقَى
الله اللَّه
الذي الَّذِي
تساءلون تساءلون
به بِ
والارحام رَحِم
ان أَنَّ
الله اللَّه
كان كان
عليكم عَلَى
رقيبا رَقِيب
واتوا أَتَى
اليتامي يَتِيم
اموالهم مال
ولا لا
تتبدلوا تَبَدَّل
الخبيث خَبِيث
بالطيب طَيِّب
ولا لا
تاكلوا أَكَل
اموالهم مال
الي إِلَى
اموالكم مال
انه أَنَّ
كان كان
حوبا حوبا
كبيرا كَبِير
وان أَنَّ
خفتم خاف
الا إِلّا
تقسطوا قَسِط
في فِي
اليتامي يَتِيم
فانكحوا أَنْكَح
ما ما
طاب طاب
لكم لِ
من مِن
النساء نِساء
مثني مَثْنِيّ
وثلاث ثَلاث
ورباع رَبّاع
فان إِنَّ
خفتم خاف
الا إِلّا
تعدلوا عَدَّل
فواحدة واحِد
او أَو
ما ما
ملكت مَلَك
ايمانكم إِيمان
ذلك ذٰلِكَ
ادني أَدّ
الا إِلّا
تعولوا عَوَّل
واتوا أَتَى
النساء نِساء
صدقاتهن صَدَقَة
نحلة نَحْل
فان إِنَّ
طبن طَبِن
لكم لِ
عن عَن
شيء شَيْء
منه مِن
نفسا نَفْس
فكلوه كُلْوَة
هنيئا هَنِيء
مريئا مَرِيء
ولا لا
تؤتوا آتَى
السفهاء سَفِيه
اموالكم مال
التي الَّذِي
جعل جَعَل
الله اللَّه
لكم لِ
قياما قِيام
وارزقوهم وارزقوهم
فيها فِي
واكسوهم كَسا
وقولوا قال
لهم لِ
قولا قَوْل
معروفا مَعْرُوف
وابتلوا ٱِبْتَلَى
اليتامي يَتِيم
حتي حَتَّى
اذا إِذا
بلغوا بَلَغ
النكاح نِكاح
فان إِنَّ
انستم آنَس
منهم مِن
رشدا رَشَد
فادفعوا فادفعوا
اليهم إِلَى
اموالهم مال
ولا لا
تاكلوها أَكَل
اسرافا سَرَف
وبدارا دارا
ان أَنَّ
يكبروا كَبَر
ومن مِن
كان كان
غنيا غَنِيّ
فليستعفف فليستعفف
ومن مِن
كان كان
فقيرا فَقِير
فلياكل أَكَل
بالمعروف مَعْرُوف
فاذا إِذا
دفعتم دَفَع
اليهم إِلَى
اموالهم مال
فاشهدوا أَشْهَد
عليهم عَلَى
وكفي كَفَى
بالله اللَّه
حسيبا حَسِيب
للرجال رَجُل
نصيب نَصِيب
مما مِن
ترك تَرَك
الوالدان والِد
والاقربون أَقْرَب
وللنساء نِساء
نصيب نَصِيب
مما مِن
ترك تَرَك
الوالدان والِد
والاقربون أَقْرَب
مما مِن
قل قال
منه مِن
او أَو
كثر كَثُر
نصيبا نَصِيب
مفروضا مَفْرُوض
واذا إِذا
حضر حَضَر
القسمة قِسْمَة
اولو أَوَّل
القربي قِرْبِيّ
واليتامي يَتِيم
والمساكين مِسْكِين
فارزقوهم فارزقوهم
منه مِن
وقولوا قال
لهم لِ
قولا قَوْل
معروفا مَعْرُوف
وليخش خَشِي
الذين الَّذِي
لو لَو
تركوا تَرَك
من مِن
خلفهم خَلْف
ذرية ذَرِّيّ
ضعافا ضَعِيف
خافوا خاف
عليهم عَلَى
فليتقوا ٱِتَّقَى
الله اللَّه
وليقولوا قال
قولا قَوْل
سديدا سَدِيد
ان أَنَّ
الذين الَّذِي
ياكلون أَكَل
اموال مال
اليتامي يَتِيم
ظلما ظُلْم
انما إِنَّما
ياكلون أَكَل
في فِي
بطونهم بُطُون
نارا نار
وسيصلون وَصَل
سعيرا سَعِير
يوصيكم أَوْصَى
الله اللَّه
في فِي
اولادكم وَلَد
للذكر ذَكَر
مثل مِثْل
حظ حَظّ
الانثيين أُنْثَيان
فان إِنَّ
كن كان
نساء نِساء
فوق فَوْق
اثنتين ٱِثْنَتانِ
فلهن لِ
ثلثا ثُلْث
ما ما
ترك تَرَك
وان أَنَّ
كانت كان
واحدة واحِد
فلها لِ
النصف نِصْف
ولابويه أَبَوان
لكل كُلّ
واحد واحِد
منهما مِن
السدس سُدْس
مما مِن
ترك تَرَك
ان أَنَّ
كان كان
له لِ
ولد وَلَد
فان إِنَّ
لم لَم
يكن كان
له لِ
ولد وَلَد
وورثه وَرِث
ابواه أَبَوان
فلامه أُمَّة
الثلث ثُلْث
فان إِنَّ
كان كان
له لِ
اخوة إِخْوَة
فلامه أُمَّة
السدس سُدْس
من مِن
بعد بُعْد
وصية وَصِيَّة
يوصي أَوْصَى
بها بِ
او أَو
دين دِين
اباؤكم آباء
وابناؤكم أَبْناء
لا لا
تدرون دَرَى
ايهم أَيّ
اقرب أَقْرَب
لكم لِ
نفعا نَفْع
فريضة فَرِيضَة
من مِن
الله اللَّه
ان أَنَّ
الله اللَّه
كان كان
عليما عَلِيم
حكيما حَكِيم
ولكم لِ
نصف نِصْف
ما ما
ترك تَرَك
ازواجكم زَوْج
ان أَنَّ
لم لَم
يكن كان
لهن لِ
ولد وَلَد
فان إِنَّ
كان كان
لهن لِ
ولد وَلَد
فلكم لِ
الربع رُبْع
مما مِن
تركن راوَنْد
من مِن
بعد بُعْد
وصية وَصِيَّة
يوصين أَوْصَى
بها بِ
او أَو
دين دِين
ولهن لِ
الربع رُبْع
مما مِن
تركتم تَرَك
ان أَنَّ
لم لَم
يكن كان
لكم لِ
ولد وَلَد
فان إِنَّ
كان كان
لكم لِ
ولد وَلَد
فلهن لِ
الثمن ثَمَن
مما مِن
تركتم تَرَك
من مِن
بعد بُعْد
وصية وَصِيَّة
توصون أَوْصَى
بها بِ
او أَو
دين دِين
وان أَنَّ
كان كان
رجل رَجُل
يورث وَرِث
كلالة كَلال
او أَو
امراة أَمَرّ
وله لِ
اخ أَخ
او أَو
اخت أُخْت
فلكل كُلّ
واحد واحِد
منهما مِن
السدس سُدْس
فان إِنَّ
كانوا كان
اكثر أَكْثَر
من مِن
ذلك ذٰلِكَ
فهم هُم
شركاء شَرِيك
في فِي
الثلث ثُلْث
من مِن
بعد بُعْد
وصية وَصِيَّة
يوصي أَوْصَى
بها بِ
او أَو
دين دِين
غير غَيْر
مضار مَضَرَّة
وصية وَصِيَّة
من مِن
الله اللَّه
والله اللَّه
عليم عَلِيم
حليم حَلِيم
تلك ذٰلِكَ
حدود حَدّ
الله اللَّه
ومن مِن
يطع أَطاع
الله اللَّه
ورسوله رَسُول
يدخله دَخَل
جنات جَنَّة
تجري جَرَى
من مِن
تحتها تَحْتَ
الانهار نَهْر
خالدين خالِد
فيها فِي
وذلك ذٰلِكَ
الفوز فَوْز
العظيم عَظِيم
ومن مِن
يعص عَصّ
الله اللَّه
ورسوله رَسُول
ويتعد تَعَدَّى
حدوده حَدّ
يدخله دَخَل
نارا نار
خالدا خالِد
فيها فِي
وله لِ
عذاب عَذاب
مهين مُهِين
واللاتي الَّذِي
ياتين أَتَى
الفاحشة فاحِشَة
من مِن
نسائكم نِساء
فاستشهدوا ٱِسْتَشْهَد
عليهن عَلَى
اربعة أَرْبَع
منكم مِن
فان إِنَّ
شهدوا شَهِد
فامسكوهن أَمْسَك
في فِي
البيوت بَيْت
حتي حَتَّى
يتوفاهن تَوَفَّى
الموت مَوْت
او أَو
يجعل جَعَل
الله اللَّه
لهن لِ
سبيلا سَبِيل
واللذان الَّذِي
ياتيانها أَتَى
منكم مِن
فاذوهما آذَى
فان إِنَّ
تابا تاب
واصلحا أَصْلَح
فاعرضوا أَعْرَض
عنهما عَن
ان أَنَّ
الله اللَّه
كان كان
توابا تَوّاب
رحيما رَحِيم
انما إِنَّما
التوبة تَوْبَة
علي عَلَى
الله اللَّه
للذين الَّذِي
يعملون عَمِل
السوء سُوء
بجهالة جَهالَة
ثم ثُمَّ
يتوبون تاب
من مِن
قريب قَرِيب
فاولئك أُولائِكَ
يتوب تاب
الله اللَّه
عليهم عَلَى
وكان كان
الله اللَّه
عليما عَلِيم
حكيما حَكِيم
وليست لَيِس
التوبة تَوْبَة
للذين الَّذِي
يعملون عَمِل
السيئات سَيِّء
حتي حَتَّى
اذا إِذا
حضر حَضَر
احدهم أَحَد
الموت مَوْت
قال قال
اني أَنَّ
تبت بَتّ
الان آن
ولا لا
الذين الَّذِي
يموتون مات
وهم هُم
كفار فَأْر
اولئك أُولائِكَ
اعتدنا ٱِعْتاد
لهم لِ
عذابا عَذاب
اليما أَلِيم
يا يا
ايها أَيُّها
الذين الَّذِي
امنوا أَمَّن
لا لا
يحل أَحَلّ
لكم لِ
ان أَنَّ
ترثوا وَرِث
النساء نِساء
كرها كَرّ
